Age,BuildingType,PrimaryPropertyType,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SteamUse(kBtu)_Usage,Electricity(kBtu)_Usage,NaturalGas(kBtu)_Usage,TotalUseTypeNumber,RateParking,RateBuilding,RatePerFloors,RatePerBuildings,log_SiteEnergyUse(kBtu),log_TotalGHGEmissions,log_PropertyGFATotal
55,NonResidential,Hospital,1.0,3,Hospital,0,1,0,1,0.0,1.0,18287.6667,54863.0,14.527342891187935,2.7219531062712017,10.912612674702702
52,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,25000.0,25000.0,14.50319528394732,4.203049479130317,10.12667110305036
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,25000.0,25000.0,12.567702543384298,2.262804222982201,10.12667110305036
89,NonResidential,Other,1.0,1,Industrial,0,1,1,1,0.0,1.0,22622.0,22622.0,13.559426227121183,3.3163654461454577,10.026722366870757
99,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,9181.3333,27544.0,13.84668795249092,2.9128939952449864,10.223576309906816
27,NonResidential,Office,1.0,7,Office,0,1,0,4,0.0,1.0,6773.5714,47415.0,14.206863387986468,2.425687290128029,10.766715003467674
55,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,7653.3333,22960.0,14.63396087167914,4.5682987112121864,10.041552403492023
68,NonResidential,Other,1.0,1,Retail,0,1,1,5,0.0,1.0,22778.0,22778.0,14.719958236916392,4.802872844820349,10.033594337881343
60,NonResidential,Public,1.0,2,Public,0,1,1,2,0.0,1.0,10781.0,21562.0,13.672571624292397,3.6449275665847534,9.978734161910666
57,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,25753.0,25753.0,14.136238972754457,4.151197373814884,10.15634523383373
88,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,23760.0,71280.0,16.940859088742457,6.760240863693588,11.174385091226979
53,NonResidential,Residential,1.0,16,Residential,0,1,1,3,0.0,1.0,9582.0,153312.0,16.84219294698793,6.676579555970663,11.940236862308206
7,NonResidential,Other,1.0,19,Office,0,1,1,4,0.1673,0.8327,63508.9474,1206670.0,17.136382561449796,5.977086679162027,14.003375886287618
35,NonResidential,Other,1.0,4,Residential,0,1,1,5,0.094,0.906,5878.25,23513.0,14.369722772859541,3.9276994848131537,10.065351267427687
22,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,22203.3333,66610.0,13.369813905985556,2.9861868607104594,11.106625008055381
66,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,36000.0,36000.0,15.10915625056439,4.090838422892813,10.491301994830229
78,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,11611.0,23222.0,14.014250037556192,4.026422545736642,10.052898445872824
92,NonResidential,Other,1.0,2,Other,0,1,1,6,0.0,1.0,12238.0,24476.0,14.794609032793185,4.529260591887741,10.10548918009691
106,NonResidential,Retail,1.0,2,Retail,0,1,1,3,0.0,1.0,12375.0,24750.0,13.570050859044196,3.3697067145707846,10.11662117122102
112,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,20000.0,60000.0,15.103477529577082,4.809171691773934,11.002116507732017
62,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,23280.0,46560.0,13.445256240978674,2.907447358686419,10.748518559837908
36,NonResidential,Other,1.0,3,Other,0,1,0,2,0.0,1.0,10136.0,30408.0,14.180539187509135,2.401525040848949,10.32249389621096
96,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,10036.3333,30109.0,14.197909509252163,3.5562048372093953,10.312612621475779
56,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,12740.5,25481.0,13.728973227687653,3.678576561118039,10.145727599541326
49,NonResidential,Residential,1.0,1,Residential,0,1,1,1,0.0,1.0,141297.0,141297.0,16.781986251103103,6.5777639955406135,11.858626414290775
104,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,13894.0,27788.0,14.566835722703418,3.610647605844363,10.232395537922137
75,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,11162.0,22324.0,13.285938861052143,3.1497400860333387,10.0134624057447
70,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,15680.0,31360.0,14.36080093977546,3.7049988359938197,10.353320361711043
69,NonResidential,Other,1.0,1,Retail,0,1,1,3,0.0,1.0,30496.0,30496.0,14.504729658710383,3.850360345036039,10.32538359710204
94,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,9200.0,27600.0,13.885178751370038,2.6078614738467776,10.225607282932941
55,NonResidential,Residential,1.0,2,Residential,0,1,1,1,0.0,1.0,27987.0,55974.0,15.62954899758315,5.3191488761279695,10.932660441466956
62,NonResidential,Residential,1.0,1,Residential,0,1,1,1,0.0,1.0,22583.0,22583.0,14.499294540274965,4.275554390163365,10.024996969933325
19,NonResidential,Office,1.0,3,Office,0,1,0,4,0.2322,0.7678,10562.0,31686.0,14.650870804873891,2.837322536806349,10.363661781116345
35,NonResidential,Office,1.0,3,Office,0,1,0,2,0.226,0.774,8898.0,26694.0,13.487244917427507,1.7950872593207297,10.192231560934287
44,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,29400.0,29400.0,12.33495167015424,0.9516578757114464,10.288783966353765
24,NonResidential,Residential,1.0,3,Residential,0,1,1,1,0.0,1.0,7484.0,22452.0,14.03396392755164,3.7584055167625467,10.019179514532201
104,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,12883.5,25767.0,14.273791841953773,2.4865719291070616,10.156888691011035
63,NonResidential,Retail,1.0,4,Retail,0,1,1,2,0.0,1.0,8477.5,33910.0,14.415903676565394,3.6689318163042404,10.431494724510879
89,NonResidential,Public,1.0,2,Public,0,1,1,4,0.0,1.0,39200.5,78401.0,14.716650798557422,4.481985085417713,11.2696047162172
37,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,4,0.0,1.0,39358.0,78716.0,15.22742435813573,3.894469846180557,11.273614421243842
106,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,16650.0,33300.0,14.282217901048165,4.251348311031766,10.413342705547674
59,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,28808.0,28808.0,16.038248765776974,5.4281607166967865,10.268443117306083
59,NonResidential,Office,1.0,1,Office,0,1,0,2,0.2504,0.7496,27966.0,27966.0,13.911275861456826,2.1598687907924505,10.23878052266729
40,NonResidential,Other,1.0,2,Other,0,1,0,2,0.4508,0.5492,17474.0,34948.0,13.96376513991813,2.2071749081893874,10.461645134949325
18,NonResidential,Office,1.0,3,Office,0,1,0,2,0.2657,0.7343,12546.3333,37639.0,15.639709062690189,3.788951007838152,10.535822593699315
116,NonResidential,Other,1.0,1,Other,0,1,1,5,0.0,1.0,21420.0,21420.0,13.605576716733191,2.372111155642656,9.972127028252816
116,NonResidential,Office,1.0,1,Office,0,1,0,1,0.0,1.0,20880.0,20880.0,13.434652692948951,1.7509374747078,9.946594933570061
50,NonResidential,Other,1.0,3,Office,0,1,1,2,0.0,1.0,8666.6667,26000.0,13.876640346280272,2.976549454137217,10.165890277802454
116,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,12891.6667,38675.0,14.477568306716678,3.8046604870996465,10.562974531603437
87,Nonresidential COS,Office,1.0,4,Office,1,1,1,2,0.0,1.0,12487.75,49951.0,15.45148270323787,5.227519295239321,10.81881782331516
6,NonResidential,Hospital,1.0,2,Hospital,0,1,1,1,0.0,1.0,12940.0,25880.0,14.47908975749055,3.035433640405543,10.161264387744689
89,NonResidential,Public,1.0,3,Public,0,1,1,2,0.0,1.0,13671.0,41013.0,13.893232420713336,3.6488384045767526,10.621668750815715
12,NonResidential,Other,1.0,2,Public,0,1,1,2,0.0,1.0,10537.5,21075.0,14.273591993199403,4.00514898341763,9.955890231329176
66,NonResidential,Public,1.0,3,Public,0,1,1,1,0.0,1.0,15495.0,46485.0,14.2505323647519,3.871825815676733,10.746906470974373
51,NonResidential,Office,1.0,4,Office,0,1,1,2,0.0,1.0,14224.0,56896.0,14.153445652658114,3.3830334110344844,10.94899789464713
38,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,13750.0,27500.0,13.265812643672122,2.7593768282675506,10.221977646629885
86,NonResidential,Office,1.0,2,Office,0,1,0,2,0.0,1.0,18315.0,36630.0,13.202918530678264,1.5644405465033646,10.508650155427521
116,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,8943.3333,26830.0,14.557156312566335,4.1260047149499695,10.197313214435868
110,NonResidential,Office,1.0,5,Office,0,1,0,1,0.0,1.0,8384.0,41920.0,13.914084270284869,2.162172939277301,10.64354217367223
111,NonResidential,Office,1.0,5,Office,0,1,1,1,0.0,1.0,7375.8,36879.0,14.245714619052492,3.330059353828816,10.51542467767053
112,NonResidential,Other,1.0,6,Residential,0,1,1,1,0.0,1.0,4970.0,29820.0,14.286736330713307,3.6033215657522897,10.302968122297036
111,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,16820.0,33640.0,13.891115819335116,2.1424163408412245,10.423500840161113
110,NonResidential,Warehouse,1.0,4,Warehouse,0,1,0,3,0.0,1.0,10871.0,43484.0,14.264700164250621,2.4782176616372036,10.680171330023866
116,NonResidential,Other,1.0,3,Office,0,1,0,3,0.0,1.0,7493.3333,22480.0,13.796338059595156,2.0592388343623163,10.02042578700401
91,NonResidential,Residential,1.0,4,Residential,0,1,1,2,0.0,1.0,8254.5,33018.0,15.396051444134796,5.162898479440301,10.404838432339576
46,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,13255.0,26510.0,13.802490855781677,2.4997952622817508,10.185315020186113
78,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,40028.0,40028.0,13.756202268620733,2.048982334195127,10.597359470410531
9,NonResidential,Office,1.0,3,Office,0,1,0,2,0.4095,0.5905,14836.6667,44510.0,14.598522322494821,2.7880929087757464,10.703491628618904
62,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,21624.0,21624.0,13.410078199319841,3.08922261664133,9.98160533180008
23,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,7200.0,21600.0,14.24675882201557,3.509154523167248,9.980494888896912
107,NonResidential,Other,1.0,3,Residential,0,1,1,3,0.0,1.0,6873.3333,20620.0,13.524433228143954,3.0809921175048145,9.934065253000266
106,NonResidential,Residential,1.0,5,Residential,0,1,1,1,0.0,1.0,8110.4,40552.0,13.997983665773793,3.993602992420569,10.610365039544332
107,NonResidential,Office,1.0,3,Office,0,1,0,3,0.0,1.0,10477.3333,31432.0,14.179857360295227,2.401525040848949,10.355613575443341
99,NonResidential,Retail,1.0,2,Retail,0,1,1,2,0.0,1.0,12275.0,24550.0,13.79247866093463,2.0451088625993306,10.10850786559065
108,NonResidential,Other,1.0,3,Public,0,1,1,2,0.0,1.0,8621.3333,25864.0,13.843396420846092,3.5726264972896864,10.160645982437616
92,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,6895.3333,20686.0,14.00406680528704,3.7775769088752233,9.93726076264305
87,NonResidential,Other,1.0,3,Residential,0,1,0,1,0.0,1.0,7374.6667,22124.0,13.365601278165556,1.6956156086751528,10.00446346987613
90,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,9162.3333,27487.0,14.28207444996607,4.203946072137182,10.221504824783981
90,NonResidential,Other,1.0,4,Residential,0,1,1,1,0.0,1.0,5904.0,23616.0,14.320169959598063,4.000949214622548,10.069722070677152
40,NonResidential,Other,1.0,3,Residential,0,1,0,1,0.0,1.0,11149.3333,33448.0,13.81414412481958,2.0744289998562917,10.417777169743282
11,Nonresidential COS,Other,1.0,2,Other,0,1,1,6,0.2413,0.7587,14754.0,29508.0,14.611945557629854,4.409641801706855,10.292450580544786
29,NonResidential,Residential,1.0,2,Residential,0,1,1,1,0.0,1.0,37420.0,74840.0,15.927963369720041,5.523299227135887,11.223121142137346
103,Nonresidential COS,Other,1.0,3,Public,0,1,1,3,0.0,1.0,6997.3333,20992.0,14.721065062249306,4.660983250807304,9.951944327804322
91,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,11172.0,22344.0,14.235928480117705,4.0294504223041105,10.014357861367552
95,NonResidential,Other,1.0,3,University,0,1,1,1,0.0,1.0,10633.3333,31900.0,14.71814891888312,4.576770711466393,10.370392636243981
66,Nonresidential COS,Other,1.0,2,Other,0,1,1,4,0.0,1.0,14708.5,29417.0,14.304998212900244,4.047427642434349,10.289362010879287
107,NonResidential,Other,1.0,3,Office,0,1,0,3,0.0,1.0,16433.0,49299.0,15.369403518933565,2.325324579963535,10.805679360030782
19,NonResidential,Retail,1.0,1,Retail,0,1,1,2,0.0,1.0,31841.0,31841.0,16.391215329576255,6.004405451240783,10.36854145205595
28,NonResidential,Other,1.0,2,Parking,0,1,1,5,0.0,1.0,10518.0,21036.0,14.821939024674489,4.373994462976618,9.954038071134029
17,NonResidential,Other,1.0,2,Parking,0,1,0,4,0.0,1.0,16464.0,32928.0,15.547561069360977,3.6988297849671046,10.402109007463212
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,44476.0,44476.0,14.128949189010218,3.4242626545931514,10.702727480606711
66,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,9694.6667,29084.0,14.305622910423661,4.124388683570477,10.277977856344862
40,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,21040.0,21040.0,13.291412451521268,3.0027078872904163,9.954228194239311
65,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,14016.0,28032.0,14.093949544406282,3.8630428232064276,10.241137666615815
42,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,25620.0,25620.0,13.218264632489237,3.0661907372025525,10.15116760669524
24,NonResidential,Warehouse,1.0,3,Warehouse,0,1,0,1,0.0,1.0,11079.3333,33238.0,14.305606600945415,2.5160822672564502,10.411479164280985
104,NonResidential,School,1.0,4,School,0,1,1,1,0.0,1.0,6950.0,27800.0,13.982235915525683,3.6727500721840527,10.2328272702548
16,NonResidential,Office,1.0,6,Office,0,1,0,3,0.0,1.0,117696.0,706176.0,16.4010682512342,4.538175317163813,13.467621193268624
18,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,33706.0,33706.0,15.977417754225016,5.334311726771412,10.425460809904182
55,NonResidential,Other,1.0,2,Warehouse,0,1,1,3,0.0,1.0,18800.0,37600.0,14.591045003266894,4.549128795104466,10.534785924769006
62,SPS-District K-12,School,1.0,1,School,0,1,1,1,0.0,1.0,42128.0,42128.0,14.351599460727876,3.9229629454664803,10.64849161863629
104,NonResidential,Other,1.0,3,Other,1,1,1,1,0.0,1.0,11236.0,33708.0,13.575125471954651,3.0257763949023677,10.4255201430002
68,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,23618.5,47237.0,15.60417039495856,3.754198920234579,10.762953932412522
78,NonResidential,Public,1.0,3,Public,0,1,1,1,0.0,1.0,8791.0,26373.0,13.779092393998777,3.6681664125163946,10.180133955367644
60,NonResidential,Office,6.0,2,Office,0,1,0,4,0.0,1.0,37934.0,12644.6667,15.098040559446844,3.2634667081960758,11.23676344780503
69,NonResidential,Other,1.0,2,Other,0,1,1,5,0.0,1.0,10828.0,21656.0,14.290485093010536,3.9682142850778885,9.983084006807271
95,Nonresidential COS,Warehouse,1.0,3,Warehouse,0,1,0,1,0.0,1.0,7680.0,23040.0,12.95141134195595,1.3711807233098425,10.045030516645731
60,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,18385.5,36771.0,15.510589784280016,3.662792119350618,10.512491964983646
39,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,24024.0,24024.0,12.83674475803484,1.2864740258376797,10.086850233838494
63,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,42420.0,42420.0,13.780324927902361,3.414113606928702,10.655398801626767
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,36982.0,36982.0,12.834027257776984,2.064327903869788,10.518213626583062
68,NonResidential,Other,1.0,2,Other,0,1,1,3,0.0,1.0,15360.0,30720.0,14.33612724247488,4.221711158142542,10.332701738815134
44,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,23232.0,23232.0,11.754890770525027,0.636576829071551,10.053328960775287
42,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,35046.0,35046.0,13.87685974075241,2.9258461460898246,10.464445296788119
55,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,25577.0,25577.0,13.705456475289006,2.7206373166076814,10.149487885993265
42,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,43380.0,43380.0,12.91179788954672,1.3402504226184837,10.67777683621291
21,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,6803.3333,20410.0,14.816230393962789,4.367420482284519,9.923829250194043
33,NonResidential,Office,1.0,3,Office,0,1,0,2,0.2551,0.7449,8232.0,24696.0,13.344108551444624,1.6770965609079151,10.114437057749631
14,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,24955.0,24955.0,13.44416277825032,3.12982600803469,10.124869553230678
25,NonResidential,Other,1.0,3,Hospital,0,1,1,1,0.0,1.0,11358.0,34074.0,15.95816043960784,5.660631381000218,10.436319256564733
10,NonResidential,Residential,1.0,10,Residential,0,1,1,2,0.0566,0.9434,39255.2,392552.0,16.675283407896423,6.051076892039125,12.880426838935755
55,NonResidential,Public,1.0,2,Public,0,1,1,2,0.0,1.0,38237.5,76475.0,14.384122685780254,4.224348908792687,11.244732245102295
28,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,16480.5,32961.0,14.268594350676763,4.157945143631696,10.403110661794125
66,Campus,School,1.0,1,School,0,1,1,1,0.0,1.0,109794.0,109794.0,15.008380123844416,4.756516938482616,11.606370269680092
105,NonResidential,Other,1.0,3,Residential,0,1,1,1,0.0,1.0,8400.0,25200.0,14.03277063554,3.98935434836447,10.134638955251866
20,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,44755.0,44755.0,16.25969425346626,5.827709559887865,10.708980792927612
109,NonResidential,Other,1.0,2,Other,0,1,1,4,0.0,1.0,11160.0,22320.0,12.25317522605482,1.7578579175523736,10.013283218359012
104,NonResidential,Other,1.0,3,Office,0,1,1,3,0.0,1.0,8000.0,24000.0,13.745178754793935,2.3115448343655176,10.085850775128717
96,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,7807.3333,23422.0,14.809455794177065,4.860354892847096,10.06147372459291
18,NonResidential,Other,1.0,5,Residential,0,1,1,3,0.2758,0.7242,10606.8,53034.0,15.036968600631226,4.438525108579144,10.878707351939571
96,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,11520.0,23040.0,11.286185415001098,0.6259384308664953,10.045030516645731
58,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,30940.0,61880.0,13.297891074776874,1.6389967146756448,11.032968464866704
91,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,13969.0,27938.0,13.84253733500373,2.1174596088673567,10.237778841189767
92,NonResidential,Other,1.0,2,Other,0,1,0,2,0.0,1.0,10800.0,21600.0,14.300192186393328,2.511223958105374,9.980494888896912
87,Nonresidential COS,Other,1.0,3,Other,0,1,1,1,0.0,1.0,9302.6667,27908.0,14.522623080106937,4.162314688661368,10.23670449643667
16,Campus,School,1.0,2,School,0,1,1,1,0.0,1.0,15281.0,30562.0,14.299313767884405,4.038303171338476,10.327545406001606
16,NonResidential,Retail,1.0,3,Retail,0,1,1,1,0.0,1.0,18323.0,54969.0,15.130335568474004,3.6965995771290743,10.914542860854706
65,NonResidential,School,1.0,2,School,0,1,1,4,0.0,1.0,18412.5,36825.0,14.378021436791194,3.9539324085053558,10.513959396427165
58,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,8611.3333,25834.0,14.546093506244409,4.007696755496428,10.159485440721285
87,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,37700.0,37700.0,15.063039423840625,5.018801856762649,10.537441898283253
12,NonResidential,Other,1.0,6,Residential,0,1,0,3,0.0,1.0,16204.8333,97229.0,13.83703296833053,2.0943301541735866,11.484834584803703
63,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,15902.5,31805.0,14.311223356102628,4.239742764911457,10.367410230215862
63,NonResidential,School,1.0,1,School,0,1,1,1,0.0,1.0,20811.0,20811.0,14.052438269725016,3.805995600782616,9.943285022410194
49,Nonresidential COS,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,11029.0,22058.0,14.502305480586193,4.2110900227464905,10.001475960864331
46,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,22890.0,22890.0,16.118674283518207,4.793805104838638,10.038499099192006
109,NonResidential,Other,1.0,5,Other,0,1,1,1,0.0,1.0,7200.0,36000.0,13.921036334965692,3.785098311854479,10.491301994830229
61,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,29079.0,29079.0,13.666598269194285,3.1432898379116057,10.277805931647455
34,NonResidential,Office,1.0,3,Office,0,1,0,2,0.3333,0.6667,9616.0,28848.0,13.49656964569227,1.803358605071407,10.269830609290443
28,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,10267.5,20535.0,14.422993635371656,3.6816030451431603,9.929934722550977
31,NonResidential,Industrial,1.0,2,Industrial,0,1,1,2,0.0,1.0,21512.5,43025.0,16.055486893295566,5.5489593465640565,10.66955986311063
51,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,30800.0,30800.0,13.093906288054205,1.47932922708708,10.335302435967074
116,NonResidential,Other,1.0,3,Residential,0,1,1,2,0.0,1.0,7389.3333,22168.0,14.394585076535185,3.9207845110967185,10.006450195593953
94,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,3,0.0,1.0,37400.0,37400.0,13.736676947163426,2.174751721484161,10.529452721013085
16,NonResidential,Office,1.0,11,Office,0,1,1,1,0.0,1.0,24375.4545,268130.0,16.5253160842481,4.680834089909081,12.499230946036421
16,NonResidential,Office,1.0,11,Office,0,1,0,2,0.0,1.0,6222.9091,68452.0,15.145863800803957,3.309447523052588,11.133902657367589
16,NonResidential,Office,1.0,11,Office,0,1,0,1,0.0,1.0,24835.0,273185.0,16.50398044305732,4.639958011473755,12.51790816085621
92,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,32500.0,97500.0,15.13378327223441,5.059107947547034,11.487617913343598
34,NonResidential,Office,1.0,5,Office,0,1,0,1,0.0,1.0,10803.0,54015.0,14.920768217165278,3.093312601892855,10.897035577955629
31,NonResidential,Restaurant,1.0,13,Restaurant,1,1,1,4,0.0,1.0,3230.7692,42000.0,15.869437477421373,5.616443771373892,10.645448706505872
34,NonResidential,Office,1.0,24,Office,0,1,0,2,0.0,1.0,4987.5417,119701.0,15.941613988737215,4.084967400409504,11.692760599844242
51,Nonresidential COS,Other,1.0,1,Other,0,1,1,2,0.0,1.0,24697.0,24697.0,14.074551421432023,3.407179453339703,10.114477547677767
3,NonResidential,Other,2.0,1,University,0,1,1,1,0.0,1.0,57468.0,28734.0,15.080762781444774,4.508659285607248,10.95900095096759
10,NonResidential,Other,1.0,5,University,0,1,1,1,0.0,1.0,16800.0,84000.0,16.315644432861042,6.093434320691699,11.338583982516495
25,NonResidential,Retail,1.0,3,Retail,0,1,1,1,0.0,1.0,34333.3333,103000.0,15.46697725645272,4.408911963455264,11.542493975902508
8,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,37864.0,37864.0,15.898159076791353,5.18037806868335,10.541782481547923
66,NonResidential,Retail,1.0,2,Retail,0,1,1,1,0.0,1.0,33248.5,66497.0,16.044472253686916,4.29073337622749,11.104927151003707
10,NonResidential,Retail,1.0,4,Retail,0,1,0,1,0.0,1.0,8502.5,34010.0,15.08544391092974,3.2511493854184965,10.434439280685709
10,NonResidential,Retail,1.0,4,Retail,0,1,1,1,0.0,1.0,11495.0,45980.0,15.932399125358792,5.269712109537703,10.735983546667017
20,NonResidential,Retail,1.0,3,Retail,0,1,1,1,0.0,1.0,15247.6667,45743.0,15.48570823602365,4.436159643253809,10.730815914562093
17,NonResidential,Other,1.0,6,Parking,0,1,1,2,0.0,1.0,55616.3333,333698.0,16.43510870844114,5.691777367528769,12.717994668031348
112,NonResidential,Warehouse,1.0,4,Warehouse,0,1,1,1,0.0,1.0,18214.75,72859.0,14.219947721251481,2.5974910105351463,11.196295070562554
12,NonResidential,Other,1.0,3,Other,0,1,1,3,0.0,1.0,7315.6667,21947.0,14.256728996591315,3.659193143743576,9.996431298178866
76,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,192386.0,384772.0,16.537250821073155,5.9730459615839635,12.860408828991751
56,NonResidential,Hospital,1.0,2,Hospital,0,1,1,1,0.0,1.0,15143.5,30287.0,14.600833921577939,3.518091133133655,10.318506873449104
56,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,10965.5,21931.0,15.18851962153132,4.984359762683993,9.995702036523939
31,NonResidential,Office,1.0,6,Office,0,1,0,2,0.0,1.0,12183.6667,73102.0,15.275807769641377,3.434954478460289,11.199624684567448
100,NonResidential,Other,1.0,2,Parking,0,1,1,7,0.4218,0.5782,70411.5,140823.0,14.83177222777949,3.396184839838611,11.855266162725808
50,Nonresidential COS,Other,5.0,1,Office,0,1,1,4,0.0,1.0,87458.0,17491.6,15.952659411423129,5.604440846138421,11.378925391103238
23,NonResidential,Office,1.0,1,Office,0,1,0,1,0.0,1.0,26263.0,26263.0,14.306951736483782,2.517696472610991,10.175954459181428
16,NonResidential,Industrial,1.0,8,Industrial,1,1,0,1,0.0,1.0,22250.0,178000.0,17.78893260526822,7.844032934894274,12.08954444723597
11,NonResidential,Office,1.0,4,Office,0,1,1,2,0.0,1.0,40539.25,162157.0,17.519617015587126,6.287914320688921,11.996326447552043
13,NonResidential,Retail,1.0,4,Retail,0,1,1,2,0.0,1.0,8499.25,33997.0,16.00456148854234,4.560486578361451,10.434056978338715
4,NonResidential,Office,1.0,11,Office,0,1,1,3,0.0,1.0,47856.6364,526423.0,16.675637575639442,5.1010242938239365,13.173862250659095
114,NonResidential,Other,1.0,6,Office,0,1,0,3,0.0,1.0,12368.5,74211.0,14.120876010015856,2.347558458636777,11.214681141146768
28,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,22850.0,45700.0,14.250013135032397,2.803360380906535,10.729875458480967
87,Nonresidential COS,Other,8.0,2,Other,0,1,1,1,0.0,1.0,251015.0,62753.75,16.73167681437641,6.310118258229183,13.126417149755277
4,NonResidential,Other,1.0,2,Hospital,0,1,1,1,0.0,1.0,26787.5,53575.0,17.27508907415719,6.431170038370847,10.888856485589885
4,NonResidential,Office,1.0,6,Office,0,1,1,1,0.0,1.0,26224.1667,157345.0,16.268629712986197,4.533351898197619,11.966202481133525
4,NonResidential,Other,1.0,5,Residential,0,1,1,1,0.0,1.0,27351.6,136758.0,15.652142766357471,5.173094221793959,11.825975531646948
4,NonResidential,Other,1.0,7,Residential,0,1,1,2,0.0,1.0,27465.5714,192259.0,15.986575719702595,5.262534736408265,12.166603901619807
4,Nonresidential COS,Other,2.0,2,Other,0,1,0,1,0.0,1.0,68569.0,68569.0,15.51577004601991,3.66791114767774,11.82875028899319
